공고번호,기초금액,log_기초금액,log_기초금액_norm,기초금액_norm,A값,A값/기초금액_norm,투찰률(%),투찰률_norm,참여업체수,log_참여업체수,log_참여업체수_norm,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20150810341-00,77429000.0,18.164871958303696,-0.29094191936198965,-0.3499199046971262,0.0,-0.024791695263956078,87.745,0.11333942152265358,994.0,6.903747257584598,0.05597759863858022,+2% ~ -2%,기,한국은행 본부 직장어린이집 증설공사(정보통신공사),한국은행,서울
20150808235-00,39781500.0,17.498912563207156,-0.7892200454686127,-0.4143525793921351,0.0,-0.024791695263956078,87.745,0.11333942152265358,865.0,6.7650389767805414,-0.19708772402204405,+2% ~ -2%,기,서울구로경찰서 가리봉파출소 신축공사(통신) (긴급공고),경찰청,서울
20150722065-00,26930000.0,17.10875150192109,-1.0811428322463406,-0.4363475729200694,0.0,-0.024791695263956078,87.745,0.11333942152265358,741.0,6.610696044717759,-0.4786775734271451,+2% ~ -2%,기,조선의 궁궐 왕실의 생활 전시실 리노베이션 공사(통신),문화재청,서울
20150729458-00,307548200.0,19.54414238414617,0.741043346171271,0.04392286187902624,0.0,-0.024791695263956078,87.745,0.11333942152265358,1902.0,7.55171221535131,1.2381525932349737,+2% ~ -2%,기,한국관광공사 서울사옥 리모델링 공사(통신) (긴급공고),한국관광공사,서울/인천/경기
20150727232-00,82906000.0,18.233218005905393,-0.23980465667522965,-0.3405461678140778,0.0,-0.024791695263956078,87.745,0.11333942152265358,853.0,6.75110146893676,-0.2225159097015569,+2% ~ -2%,기/협정,교통단속장비 이전 및 검지선 재설치,서울지방조달청/경찰청,서울
20150724609-00,29260000.0,17.191731987732602,-1.0190559223265803,-0.4323598411440054,0.0,-0.024791695263956078,87.745,0.11333942152265358,819.0,6.710523109452428,-0.2965488050443198,+2% ~ -2%,협정,효제파출소 신축공사(통신) (긴급공고),경찰청,서울
20150722396-00,27220000.0,17.119462591925288,-1.0731286771865163,-0.43585124578914297,0.0,-0.024791695263956078,87.745,0.11333942152265358,825.0,6.717804695023691,-0.28326396875775534,+2% ~ -2%,협정,명륜파출소 신축공사(통신) 최종 (긴급공고),경찰청,서울
20150718826-00,157200000.0,18.873029444320704,0.23890928135540573,-0.21339400276218873,0.0,-0.024791695263956078,87.745,0.11333942152265358,869.0,6.769641976852503,-0.18868981373388094,+2% ~ -2%,기,경륜고객홀 용도변경 정보통신공사,서울올림픽기념국민체육진흥공단,서울
20150717451-00,27819000.0,17.141229834397127,-1.0568421875458018,-0.43482607354285013,0.0,-0.024791695263956078,87.745,0.11333942152265358,869.0,6.769641976852503,-0.18868981373388094,+2% ~ -2%,기,재난안전안내 방송시스템 구축 통신공사(긴급) (긴급공고),서울과학기술대학교,서울
20150717642-00,18700000.0,16.74403413530075,-1.3540283675150202,-0.4504329946011883,0.0,-0.024791695263956078,87.745,0.11333942152265358,365.0,5.905361848054571,-1.7655194622274974,+2% ~ -2%,,서울검찰청사 구치감 카메라 설치공사,법무부,서울
20150706224-00,43890000.0,17.59719708444865,-0.7156824883291146,-0.40732099312519987,0.0,-0.024791695263956078,87.745,0.11333942152265358,957.0,6.8658910748834385,-0.013088840902268917,+2% ~ -2%,기,상명초등학교 특별교실 증축공사 통신공사,서울특별시북부교육청상명초등학교,서울
20150711977-00,81600000.0,18.217339832189236,-0.25168488045994725,-0.342781351376112,0.0,-0.024791695263956078,87.745,0.11333942152265358,901.0,6.805722553416985,-0.12286286600485194,+2% ~ -2%,,인터넷침해대응센터 출입보안시설 등 물리적보안 강화를 위한 공사(정보통신공사),한국인터넷진흥원,서울
20150631845-00,39464000.0,17.49089944723526,-0.7952155467561531,-0.4148959720268563,0.0,-0.024791695263956078,87.745,0.11333942152265358,873.0,6.774223886357614,-0.1803303819783197,+2% ~ -2%,,"aT센터 1, 2전시장 통신 간선케이블 교체공사",한국농수산식품유통공사,서울
20150620916-01,109186000.0,18.508563417086577,-0.03378819902689261,-0.2955686609149521,0.0,-0.024791695263956078,87.745,0.11333942152265358,1714.0,7.447751280047908,1.048481814503165,+2% ~ -2%,정,학교법인 한민학원 관사 신축공사(통신설비)입찰공고 (긴급공고) (공고),학교법인,서울/경기
20150620134-01,336198000.0,19.633210833055557,0.8076853368760636,0.09295621717425345,0.0,-0.024791695263956078,86.745,-0.34258916408631507,116.0,4.770684624465665,-3.835673140426569,+2% ~ -2%,기/정,한국은행 본부 및 지역본부 케이블공사 입찰 (정정공고),한국은행,서울
20150619857-00,54400000.0,17.811874730208523,-0.5550583183964944,-0.38933341331128013,0.0,-0.024791695263956078,87.745,0.11333942152265358,1841.0,7.519149957669823,1.178744617020745,+2% ~ -2%,,산부인과 등 공간재배치 공사(정보통신),국민건강보험공단,서울/경기
20150511847-01,266596000.0,19.40124496559638,0.6341259297871363,-0.02616571719381909,0.0,-0.024791695263956078,87.745,0.11333942152265358,859.0,6.7580945044277305,-0.20975751652819183,+2% ~ -2%,기/정/협정,국토발전전시관 리모델링 통신공사,서울지방조달청/국토교통부,서울
20150614546-00,280599000.0,19.452437165398216,0.6724284953434596,-0.0021999626615338114,0.0,-0.024791695263956078,87.745,0.11333942152265358,872.0,6.773080375655535,-0.18241665183264963,+2% ~ -2%,기,서울대학교 UTP 케이블 교체 공사,서울대학교,서울
20150621197-00,24200000.0,17.001863232449228,-1.1611178082094007,-0.4410198938422389,0.0,-0.024791695263956078,87.745,0.11333942152265358,764.0,6.641182169740591,-0.4230573824706046,+2% ~ -2%,,서울충정로우체국 임대공간 조성공사(통신),과학기술정보통신부,서울
20150613490-00,185460000.0,19.038349788728354,0.3626037768836265,-0.16502777958984124,0.0,-0.024791695263956078,87.745,0.11333942152265358,841.0,6.736966958001855,-0.2483035162500414,+2% ~ -2%,기/협정,한국행정연구원 불광동청사 리모델링공사(통신) (긴급공고),한국행정연구원,서울
20150510909-00,158742000.0,18.882790807066012,0.24621284006002356,-0.21075491160395238,0.0,-0.024791695263956078,87.745,0.11333942152265358,868.0,6.76849321164863,-0.19078567012611874,+2% ~ -2%,기/협정,서울북부지방법원 어린이집 및 독신자숙소 신축 공사(통신),서울지방조달청/대법원,서울
20150600998-02,22880000.0,16.945773768182164,-1.203084560769841,-0.44327903802438673,0.0,-0.024791695263956078,87.745,0.11333942152265358,803.0,6.690842277418564,-0.33245535712620333,+2% ~ -2%,정,불암지구대 대수선 통신 공사 (공고),경찰청,서울
20150522745-00,328540000.0,19.610169157121096,0.7904453021359348,0.07984975797206531,0.0,-0.024791695263956078,86.745,-0.34258916408631507,646.0,6.473890696352274,-0.7282711047226319,+2% ~ -2%,기/협정,국회 차량출입관제설비 교체 공사,서울지방조달청/국회,서울
20150529304-00,145090000.0,18.79286480438414,0.1789292182138504,-0.23411993916053014,0.0,-0.024791695263956078,87.745,0.11333942152265358,918.0,6.824373670043086,-0.08883497077318432,+2% ~ -2%,낙찰정정/기,서울대학교 미술대 50동 개.보수 통신공사 (긴급공고),서울대학교,서울
20150527015-01,92719000.0,18.345083982563267,-0.15610530558177052,-0.32375148458724673,0.0,-0.024791695263956078,87.745,0.11333942152265358,883.0,6.785587645007929,-0.15959785445502145,+2% ~ -2%,정/협정,서울검찰청사 별관(구치감) 리모델링 2차공사(통신공사) (정정공고),대검찰청,서울
20150508017-00,371897000.0,19.734127494867085,0.8831922904690744,0.15405408699129639,0.0,-0.024791695263956078,86.745,-0.34258916408631507,870.0,6.77078942390898,-0.18659636222615542,+2% ~ -2%,기/협정,한국예탁결제원 서울사옥 그린리모델링 공사(통신),서울지방조달청/한국예탁결제원,서울
20150521363-00,251567000.0,19.343219917591007,0.590710952237082,-0.051887442885864755,0.0,-0.024791695263956078,87.745,0.11333942152265358,845.0,6.741700694652055,-0.239667084554479,+2% ~ -2%,기/협정,TIPS 캠퍼스 구축을 위한 공간조성공사(통신),서울지방조달청/사단법인,서울
20150524993-00,32934000.0,17.31001614712384,-0.9305544164937526,-0.42607188983702715,0.0,-0.024791695263956078,87.745,0.11333942152265358,831.0,6.725033642166843,-0.27007516827177286,+2% ~ -2%,기/협정,답십리지구대 신축관련 통신공사 (긴급공고),경찰청,서울
20150512582-00,158965000.0,18.884194616457798,0.2472631856491091,-0.2103732531549986,0.0,-0.024791695263956078,87.745,0.11333942152265358,869.0,6.769641976852503,-0.18868981373388094,+2% ~ -2%,기/협정,"국립국악원 예악당 음향,조명실 이전공사(통신)",서울지방조달청/문화체육관광부,서울
20150520438-01,249810000.0,19.336211190883155,0.5854669460167393,-0.054894500710132785,0.0,-0.024791695263956078,87.745,0.11333942152265358,866.0,6.7661917146603505,-0.194984619709843,+2% ~ -2%,기/정,GKL 사옥 리모델링 공사(통신) (정정공고),그랜드코리아레저(주),서울
20150520617-00,24440000.0,17.0117317331842,-1.1537340876854334,-0.4406091403545756,0.0,-0.024791695263956078,88.0,0.22960121085293853,254.0,5.545177444479562,-2.4226552999702733,+2% ~ -2%,,개성공업지구지원재단 네트워크망 분리 및 통합보안장비 구축,재단법인,서울/경기
20150520017-00,59750000.0,17.905679765512296,-0.48487236178309717,-0.38017703348212023,0.0,-0.024791695263956078,87.745,0.11333942152265358,957.0,6.8658910748834385,-0.013088840902268917,+2% ~ -2%,기,국회도서관 통신실 본배선반 교체공사,국회,서울
20150437291-00,260862000.0,19.379502093658253,0.6178576744471309,-0.0359793026032402,0.0,-0.024791695263956078,87.745,0.11333942152265358,865.0,6.7650389767805414,-0.19708772402204405,+2% ~ -2%,기/협정,국민연금 본부잠실사옥 인테리어 통신공사,서울지방조달청/국민연금공단,서울
20150437073-00,208835000.0,19.15705502923488,0.4514203402268812,-0.1250221013643061,0.0,-0.024791695263956078,87.745,0.11333942152265358,893.0,6.796823718274855,-0.13909828160868343,+2% ~ -2%,기/협정,서울대학교 극한상태구조특성 실험시설동 증축공사(통신) (긴급공고),서울대학교,서울
20150435823-00,40000000.0,17.50439003707821,-0.7851217394211834,-0.41397862257107504,0.0,-0.024791695263956078,87.745,0.11333942152265358,1746.0,7.466227556215481,1.0821907233210795,+2% ~ -2%,,동서울제작센터 3차 확장공사(통신공사) (긴급공고),한국우편사업진흥원,서울/인천/경기
20150429315-00,33440000.0,17.32526337608508,-0.9191462724971898,-0.4252058845672038,0.0,-0.024791695263956078,87.745,0.11333942152265358,866.0,6.7661917146603505,-0.194984619709843,+2% ~ -2%,협정,수유1파출소 신축공사(통신),경찰청,서울
20150425342-00,326700000.0,19.604552879632212,0.786243141698736,0.0767006478999804,0.0,-0.024791695263956078,87.745,0.11333942152265358,762.0,6.638567789166521,-0.4278271702561615,+2% ~ -2%,기,한국수출입은행 본점 종합상황실 설치공사 (긴급공고),한국수출입은행,서울
20150413644-00,19690000.0,16.795621501402508,-1.3154301341974568,-0.4487386364645774,0.0,-0.024791695263956078,87.745,0.11333942152265358,777.0,6.658011045870748,-0.39235406077123175,+2% ~ -2%,,광희지구대 리모델링 통신공사,경찰청,서울
20150335557-00,304000000.0,19.53253826265997,0.7323610151585528,0.03785021385849817,0.0,-0.024791695263956078,87.495,-0.0006427248795885786,634.0,6.455198563340122,-0.7623738320040534,+2% ~ -2%,,수협중앙회 춘천 수산물종합유통센터 신축 통신공사,수협중앙회,서울/경기/강원
20150341413-02,34300000.0,17.350655941290686,-0.9001472766111781,-0.4237340179030772,0.0,-0.024791695263956078,87.745,0.11333942152265358,854.0,6.752270376141742,-0.22038330538064407,+2% ~ -2%,정/협정,서울강북경찰서 삼양파출소(통신)공사 (정정공고),경찰청,서울
20150304661-00,90870000.0,18.32494048267626,-0.17117689320532392,-0.326915997915119,0.0,-0.024791695263956078,87.745,0.11333942152265358,857.0,6.755768921984255,-0.21400040864696446,+2% ~ -2%,기/협정,국립서울현충원 직원후생관 통신공사,서울지방조달청/국방부,서울
20150310117-00,592540000.0,20.199928940931,1.2317100430399146,0.5316785944016384,0.0,-0.024791695263956078,86.745,-0.34258916408631507,813.0,6.703188113240863,-0.30993108598842806,+2% ~ -2%,기/협정,미래융합예체능연구실습센터 증개축 통신공사,서울지방조달청/서울교육대학교,서울
20150230167-00,18670000.0,16.742428569079767,-1.3552296697773243,-0.4504843387871462,0.0,-0.024791695263956078,87.745,0.11333942152265358,590.0,6.3835066348840055,-0.8931716538914038,+2% ~ -2%,,고정식 교통무인단속기 이전 설치,경찰청,서울
20150228435-00,102949000.0,18.44974428765131,-0.07779731701520393,-0.30624311717560077,0.0,-0.024791695263956078,87.745,0.11333942152265358,811.0,6.70073110954781,-0.3144137486582875,+2% ~ -2%,기,GKL 강남 코엑스점 1층 및 5층 리모델링공사(통신공사-01),그랜드코리아레저(주),서울
20150229487-00,77000000.0,18.15931599280497,-0.2950989537064285,-0.3506541265563242,0.0,-0.024791695263956078,87.745,0.11333942152265358,925.0,6.831953565565855,-0.07500588504676704,+2% ~ -2%,,예술의전당 오페라하우스 4층 사무공간 조성공사(정보통신) (긴급공고),예술의전당,서울
20150222493-00,943420000.0,20.665022129564893,1.579697869630838,1.1322001933653076,0.0,-0.024791695263956078,86.745,-0.34258916408631507,870.0,6.77078942390898,-0.18659636222615542,+2% ~ -2%,기/의무,김포공항 기존 이마트 및 지하철 연결통로 개량 정보통신공사,한국공항공사,전국/서울
20150224610-00,62000000.0,17.9426449591384,-0.45721459834166,-0.37632621953527723,0.0,-0.024791695263956078,87.745,0.11333942152265358,961.0,6.870053411798126,-0.005494895333687174,+2% ~ -2%,기,서울지방우정청 이전공사(통신),과학기술정보통신부,서울
20150224844-00,131300000.0,18.69299534688917,0.10420579438008086,-0.2577211499725143,0.0,-0.024791695263956078,87.745,0.11333942152265358,856.0,6.754604099487962,-0.21612556065056432,+2% ~ -2%,기,서울지방우정청 정보화시설 청사이전 통신공사(긴급) (긴급공고),과학기술정보통신부,서울
20150213355-00,104734000.0,18.4669343700178,-0.06493550878446125,-0.30318813811110534,0.0,-0.024791695263956078,87.745,0.11333942152265358,872.0,6.773080375655535,-0.18241665183264963,+2% ~ -2%,,신정여자상업고등학교 다목적강당 및 체육관 증축 통신공사,서울특별시교육청,서울
20150203714-00,240680000.0,19.29897881247132,0.5576092719871489,-0.07052024796998886,0.0,-0.024791695263956078,87.745,0.11333942152265358,893.0,6.796823718274855,-0.13909828160868343,+2% ~ -2%,기,서울대학교 사범관2(10동) 개.보수 통신공사 (긴급공고),서울대학교,서울
20150204408-00,41800000.0,17.54840692141843,-0.7521878236185281,-0.4108979714136007,0.0,-0.024791695263956078,87.745,0.11333942152265358,807.0,6.695798917058491,-0.32341225167842785,+2% ~ -2%,기,정부서울청사 어린이집 CCTV설비 보강공사 (긴급공고),행정자치부,서울
20150122802-00,45000000.0,17.622173069956816,-0.6969951819433077,-0.40542125824475733,0.0,-0.024791695263956078,88.0,0.22960121085293853,249.0,5.5254529391317835,-2.4586415315147914,+2% ~ -2%,기,국회CCTV시스템 시설 유지보수용역,국회,서울
20150116797-00,91613000.0,18.33308375188733,-0.16508400983623417,-0.3256443735762282,0.0,-0.024791695263956078,87.745,0.11333942152265358,842.0,6.738152494595957,-0.24614057256006647,+2% ~ -2%,기/협정,대체학습장 조성 정보통신공사,서울지방조달청/문화체육관광부,서울
20150119313-00,49610000.0,17.719703004434457,-0.6240222148996094,-0.3975313683358925,0.0,-0.024791695263956078,87.745,0.11333942152265358,835.0,6.729824070489475,-0.2613353058632548,+2% ~ -2%,,원형공연장 신축공사에 따른 통신공사 (긴급공고),서울대학교,서울
