공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20170219698-00,181000000.0,0.0,87.745,958.0,+2% ~ -2%,기,서울동부혈액원 리모델링공사(통신),대한적십자사,서울
20170206869-00,319250000.0,0.0,86.745,902.0,+2% ~ -2%,기/협정,한국국토정보공사 서울지역본부 사옥 리모델링공사(통신),서울지방조달청/한국국토정보공사,서울
20170213322-00,71862750.0,0.0,87.745,1029.0,+2% ~ -2%,기,한국방송통신대학교 창조관 내부개선 통신공사,한국방송통신대학교,서울
20170203371-00,51228000.0,0.0,87.745,985.0,+2% ~ -2%,,잠실여고(일신여중) 다목적동 증축 통신공사 (긴급공고),서울특별시교육청,서울
20170114458-00,13750000.0,0.0,87.745,1248.0,+2% ~ -2%,,2016년 대림대학교 전산실습실 환경개선공사(3개소)-통신공사 (긴급공고),대림대학교,서울/인천/경기
20170114449-00,16170000.0,0.0,87.745,1210.0,+2% ~ -2%,,2016년 대림대학교 퇴계관 5층 스마트스테이션Ⅱ 구축공사-통신공사 (긴급공고),대림대학교,서울/인천/경기
20170105849-00,132787110.0,0.0,87.745,970.0,+2% ~ -2%,기,GKL 강남 코엑스점 1~4층 리모델링공사(통신),그랜드코리아레저(주),서울
20170102369-00,1048677000.0,0.0,86.745,963.0,+2% ~ -2%,기/의무,KIDA 기품원 군사연구시설 증축공사(통신분야),서울지방조달청/국방부,전국/서울
20170101543-00,139562000.0,0.0,87.745,940.0,+2% ~ -2%,기/협정,제2교육관 리모델링 통신공사,서울지방조달청/통일부,서울
20161235822-00,1079001000.0,0.0,86.745,946.0,+2% ~ -2%,기/의무,나라키움 중부세무서 개발사업 정보통신공사,한국자산관리공사,전국/서울
20161235847-00,18480000.0,0.0,87.745,694.0,+2% ~ -2%,기,경복궁 흥복전권역 복원공사(통신),문화재청,서울
1804009-00,1271342000.0,0.0,86.745,907.0,+2% ~ -2%,기/의무,"서울휘경, 서울잠실 행복주택 정보통신공사 1공구(행복240호)",한국토지주택공사,전국/서울
20181129768-00,199893000.0,0.0,87.745,923.0,+2% ~ -2%,기/협정,장애인 건강검진센터 건립사업 통신공사,서울지방조달청/보건복지부,서울
20181207363-00,118110000.0,0.0,87.745,927.0,+2% ~ -2%,기,CKL획센터(대학로) 원상복구 및 개보수 공사(통신),한국콘텐츠진흥원,서울
20181214967-00,90640000.0,0.0,87.745,940.0,+2% ~ -2%,,숭실고등학교 급식실 및 체육관 증축공사 통신 (장기계속 총차) 입찰공고문(긴급) (긴급공고),서울특별시교육청,서울
20181208103-00,134136610.0,0.0,87.745,2057.0,+2% ~ -2%,,수원법원종합청사 전자법정 랜케이블 구축 1차 사업,대법원,서울/경기
20181208293-00,7150000.0,0.0,87.745,343.0,+2% ~ -2%,기,미림여자정보과학고등학교 관리동 소프트웨어프로젝트실 외 1실 리모델링 공사(통신) (긴급공고),서울특별시교육청,서울
20181207260-00,55430000.0,0.0,87.745,1006.0,+2% ~ -2%,기,해성여자고등학교 신관동 특별교실 증축 통신공사(긴급) (긴급공고),서울특별시교육청해성여자고등학교,서울
20181204110-00,161600000.0,0.0,87.745,934.0,+2% ~ -2%,연기,도서관 실내 인테리어 통신공사 입찰 공고,서울과학기술대학교,서울
20181141099-00,295000000.0,0.0,87.745,957.0,+2% ~ -2%,기/협정,본관 통신케이블 교체공사,국회,서울
20181139591-01,129656000.0,0.0,87.745,962.0,+2% ~ -2%,정,[긴급] 세그루패션디자인고 다목적강당겸 체육관증축 [보통신]공사 입찰공고 (긴급공고) (공고),서울특별시교육청세그루패션디자인고등학교,서울
20181140322-00,250497000.0,0.0,87.745,944.0,+2% ~ -2%,기,배명고등학교 방송시설 개선공사 (긴급공고),서울특별시교육청,서울
20181202256-00,30522000.0,0.0,87.745,830.0,+2% ~ -2%,기,한국예술종합학교 LED 전광판 설치 통신공사 (긴급공고),문화체육관광부,서울
20181138754-00,227784000.0,0.0,87.745,2227.0,+2% ~ -2%,기,분당선 이매역 등 8역 역무자동화설비 이설 타공사,한국철도공사,서울/경기/충남
20181117837-00,161664000.0,0.0,87.745,2113.0,+2% ~ -2%,기/연기,일산선 삼송역등 14개소 집수정 개량에 따른 통신설비 신설공사,한국철도공사,서울/경기
20181117833-00,591899000.0,0.0,86.745,908.0,+2% ~ -2%,기/연기,경부선 영등포역 영상감시설비 개량공사,한국철도공사,서울
20181117602-00,59645000.0,0.0,87.745,925.0,+2% ~ -2%,기/협정,5.18민주화운동 진상규명조사위원회 사무실 조성공사(통신 및 네트워크시설 구축),서울지방조달청/국방부,서울
20181111728-00,99345000.0,0.0,87.745,2004.0,+2% ~ -2%,기,경원선 옥수~의정부간 통신설비 공용접지 연결 타공사,한국철도공사,서울/경기
20181111953-01,116176000.0,0.0,87.945,290.0,+2% ~ -2%,물품/정,강남지점 리모델링공사 관급자재(CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기
20181109406-00,11640468.0,0.0,87.745,659.0,+2% ~ -2%,기,김포공항 청년창업육성센터 정보통신공사,한국공항공사,서울
20181106796-03,174183000.0,0.0,87.745,978.0,+2% ~ -2%,정,"2018년도 서울여자상업고등학교 교사동(석포관,강석관)방송시설개선공사(통신)긴급공고 (공고)",서울특별시교육청,서울
20181104984-00,100908000.0,0.0,87.745,2019.0,+2% ~ -2%,기,경부선 회역 등 14개소 PSD 승무원감시용 모니터 교체공사,한국철도공사,서울/경기
20181001056-00,6460882000.0,0.0,85.495,650.0,+2% ~ -2%,기/의무,여의도우체국 건립 정보통신공사,전국/서울,전국/서울
20181037726-00,597007000.0,0.0,86.745,913.0,+2% ~ -2%,기,서울대학교 약학대학 20동 재건축 통신공사 (긴급공고),서울대학교,서울
20181024281-00,10120000.0,0.0,87.745,1077.0,+2% ~ -2%,기,경복궁 영추문 매수표소 설치공사(통신) (긴급공고),문화재청,서울/경기
20181022028-00,57000000.0,0.0,87.745,1154.0,+2% ~ -2%,,출입통제시스템 개선 공사,국민건강보험공단,서울/인천/경기
20181021373-00,11404000.0,0.0,87.745,567.0,+2% ~ -2%,기,한세사이버보안고 도서관 통신공사 (긴급공고),서울특별시교육청,서울
20181021470-00,19370659.0,0.0,87.745,800.0,+2% ~ -2%,,김포공항 국제선청사 장애인 화장실 인터컴 설치 및 기타 정보통신공사,한국공항공사,서울
20181000532-00,191465000.0,0.0,87.745,930.0,+2% ~ -2%,기/협정,00청사 통신 인프라 시설보강공사,서울지방조달청/대통령경호처,서울
20181016664-00,43000000.0,0.0,85.0,966.0,+2% ~ -2%,기,본관 1층 서측 사무공간 조성공사(통신),한국방송공사,서울
20181016080-00,188000000.0,0.0,87.745,648.0,+2% ~ -2%,,통신시스템 개선 공사,국민건강보험공단,서울/경기
20181009958-00,182147570.0,0.0,87.745,985.0,+2% ~ -2%,기,관악서 수사부서 등 개선공사(통신),경찰청,서울
20180903989-00,8585760000.0,0.0,85.495,539.0,+2% ~ -2%,기/의무,IBK 기업은행 본점 대수선공사(통신공사),전국/서울,전국/서울
20180907312-01,316488000.0,0.0,87.745,961.0,+2% ~ -2%,기/정/협정,국립극장 지하주차장 건립 통신공사 (정정공고),서울지방조달청/문화체육관광부,서울
20181004091-00,112446990.0,0.0,87.745,908.0,+2% ~ -2%,,예술의전당 서예박물관 중앙감시실 구축(1차) 자동제어설비 이설공사,예술의전당,서울
20181004707-00,18966000.0,0.0,87.745,740.0,+2% ~ -2%,,미림여자고등학교 역사관 증축공사(통신),서울특별시교육청,서울
20181002722-00,119970000.0,0.0,87.745,970.0,+2% ~ -2%,기,GKL 코엑스점 전산실 환경개선 정보통신공사,그랜드코리아레저(주),서울
20180920660-00,341359000.0,0.0,86.745,2094.0,+2% ~ -2%,,강남지점 리모델링 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기
20180919875-01,100833000.0,0.0,87.745,652.0,+2% ~ -2%,정/협정,서울동부지방검찰청 사이버수사부 환경개선공사(통신) (긴급공고) (정정공고),대검찰청,서울
20180921294-00,42790000.0,0.0,87.745,947.0,+2% ~ -2%,기,서울캠퍼스 제9호관 4층 경영대학 연구센터 설치공사(통신),한국과학기술원,서울
20180916973-00,79829000.0,0.0,87.745,977.0,+2% ~ -2%,,혜성여자고등학교 체육관 및 학생식당 증축공사(통신),서울특별시교육청,서울
20180910501-00,60000000.0,0.0,87.745,919.0,+2% ~ -2%,연기/협정,국회 교육위원회 전체회의실 중계카메라 광복합케이블 구매설치 공사 (긴급공고),국회,서울
20180824952-00,205868000.0,0.0,87.745,945.0,+2% ~ -2%,기/협정,정부서울청사 본관 노후 통신 부대시설 보강공사,서울지방조달청/행정안전부,서울
20180902018-00,39479000.0,0.0,87.745,948.0,+2% ~ -2%,기,신사파출소 신축공사(통신),경찰청,서울
20180824604-00,150931000.0,0.0,87.745,960.0,+2% ~ -2%,기/협정,헌법재판연구원 방송 및 통신설비 공사,서울지방조달청/헌법재판소,서울
20180827541-00,14920000.0,0.0,87.745,755.0,+2% ~ -2%,,한국체육대학교 학생회관 1층 업무공간조성 통신공사,한국체육대학교,서울
1802662-00,608280000.0,0.0,86.745,807.0,+2% ~ -2%,기,서울서부권 건설및매입임대주택 유지보수공사 (정보통신),한국토지주택공사,서울
1802661-00,699952000.0,0.0,86.745,805.0,+2% ~ -2%,기,서울동부권 건설및매입임대주택 유지보수공사 (정보통신),한국토지주택공사,서울
20180821076-01,104960000.0,0.0,87.745,995.0,+2% ~ -2%,기/정,종합교육연구동(220동) 지하2층 강의실(3실) 증축 통신공사 (정정공고),서울대학교,서울
20180816185-00,14624682.0,0.0,87.745,693.0,+2% ~ -2%,,김포공항 지상감시레이더 선로개선공사,한국공항공사,서울
20180819135-00,74369000.0,0.0,87.745,1043.0,+2% ~ -2%,기/협정,국립고궁박물관 전시동 공간조성공사(통신),서울지방조달청/문화재청,서울
20180818875-00,20500000.0,0.0,87.745,839.0,+2% ~ -2%,기,코레일유통(주) 서울본부사옥 3층 용도변경 통신공사,코레일유통,서울
20180817328-00,24443000.0,0.0,87.745,831.0,+2% ~ -2%,,통합감시반 전력제어 및 CCTV 이설 공사,한국체육산업개발주식회사,서울
20180807669-00,206398128.0,0.0,87.745,982.0,+2% ~ -2%,기,김포공항 국제선청사 간선케이블 포설 및 타 정보통신공사,한국공항공사,서울
20180811268-00,41149220.0,0.0,87.745,904.0,+2% ~ -2%,기,경찰청 층간스위치 이설공사,경찰청,서울
20180809711-00,616618000.0,0.0,86.745,742.0,+2% ~ -2%,,주택도시보증공사 여의도 영업부서 이전사무실 인테리어 공사(통신),주택도시보증공사,서울
20180733017-00,29537000.0,0.0,87.745,1917.0,+2% ~ -2%,기,경복궁 업무시설 증축공사(통신),문화재청,서울/경기
20180734021-00,85379411.0,0.0,87.745,1019.0,+2% ~ -2%,,서8병동 재배치 공사(통신),서울대학교병원,서울
20180723551-00,788229000.0,0.0,86.745,1070.0,+2% ~ -2%,기/의무,국립극장 해오름 리모델링 통신공사,서울지방조달청/문화체육관광부,전국/서울
20180729222-00,9939600.0,0.0,87.745,265.0,+2% ~ -2%,특허,"전자서명인증관리센터 UPS, 항온항습기 노후설비 보수공사",한국인터넷진흥원,서울
20180717238-00,58000000.0,0.0,87.745,963.0,+2% ~ -2%,기,CKL업지원센터 창작자지원시설 리모델링 공사(통신),한국콘텐츠진흥원,서울
20180724547-01,72055000.0,0.0,87.745,981.0,+2% ~ -2%,기/정,배화여자고등학교 방송시설개선공사 입찰공고 (긴급공고) (정정공고),서울특별시교육청,서울
20180720415-00,128399842.0,0.0,87.745,965.0,+2% ~ -2%,기,김포공항 재난대책상황실 개선 정보통신공사,한국공항공사,서울
20180722357-00,39363000.0,0.0,87.745,906.0,+2% ~ -2%,,정화여자중학교 다목적강당 방송시스템구축 및 기타공사 (긴급공고),서울특별시동부교육청,서울
20180634972-00,245023000.0,0.0,87.745,936.0,+2% ~ -2%,기/협정,서울동부지사 상설검정장 겸 청사 신축공사(통신),서울지방조달청/한국산업인력공단,서울
20180634568-00,732365000.0,0.0,86.745,893.0,+2% ~ -2%,기/협정,서울남부지방법원 별관 신축 1차 통신공사,서울지방조달청/대법원,서울
20180712852-00,18477900.0,0.0,87.745,719.0,+2% ~ -2%,기,수술실등 네트워크 회선 포설 작업,경찰청,서울
20180703719-00,437753000.0,0.0,86.745,870.0,+2% ~ -2%,,김포공항 기계통합감시제어센타 개선공사,한국공항공사,서울
20180636599-00,40000000.0,0.0,87.745,866.0,+2% ~ -2%,협정,"국회 의원회관 제1,2세미나실 회의용 마이크 설치 공사",국회,서울
20180635876-00,28487000.0,0.0,87.745,1761.0,+2% ~ -2%,기,(통신)서울동부구치소 혈액투석실 리모델링 공사(통신) (긴급공고),법무부,서울/경기
20180633155-00,41901603.0,0.0,87.745,919.0,+2% ~ -2%,,한국의집 보안장비(CCTV)개선공사 시공업체 선정 입찰공고,한국문화재재단,서울
20180630237-00,139098000.0,0.0,87.745,946.0,+2% ~ -2%,기,대진여고 교사동 방송시설 개선공사 (긴급공고),서울특별시교육청,서울
20180603245-00,118690000.0,0.0,87.745,960.0,+2% ~ -2%,,서문여고 방송시설 환경개선 사업,서울특별시교육청,서울
1801812-00,230571000.0,0.0,87.745,883.0,+2% ~ -2%,기,서울지역본부 공공리모델링 임대주택 정보통신공사 3공구,한국토지주택공사,서울
1801810-00,242511000.0,0.0,87.745,877.0,+2% ~ -2%,기,서울지역본부 공공리모델링 임대주택 정보통신공사 2공구,한국토지주택공사,서울
20180619130-00,185145098.0,0.0,87.745,962.0,+2% ~ -2%,,의생명연구원 5층 교수실 및 56병동 재배치 공사 [통신],서울대학교병원,서울
20180616899-00,82636000.0,0.0,87.745,1015.0,+2% ~ -2%,기/협정,경찰병원 병동(71) 통신시설 개선공사,서울지방조달청/경찰청,서울
20180613899-00,91240000.0,0.0,87.745,943.0,+2% ~ -2%,기,서울검찰청사 대강당 리모델링 통신공사,대검찰청,서울
20180612955-00,70000000.0,0.0,87.745,987.0,+2% ~ -2%,,청사 네트워크 회선 증설 공사(긴급) (긴급공고),국가인권위원회,서울
20180606413-00,77464000.0,0.0,87.745,1044.0,+2% ~ -2%,기/협정,서울남부지방검찰청 대회의실 등 리모델링 공사 (통신),서울지방조달청/대검찰청,서울
20180604939-00,61672000.0,0.0,87.745,1008.0,+2% ~ -2%,기/협정,경찰병원 음압격리병실 등 통신시설 개선공사,서울지방조달청/경찰청,서울
20180608059-00,41452390.0,0.0,87.745,950.0,+2% ~ -2%,기,서초2파출소 신축공사(통신),경찰청,서울
20180538320-02,105453000.0,0.0,87.745,960.0,+2% ~ -2%,기/정,"서울아이티고등학교 방송시설 개선공사(본관동,다목적동) (정정공고)",서울특별시교육청,서울
20180607881-00,49500000.0,0.0,87.745,847.0,+2% ~ -2%,,국회 정보망 확충 공사 (긴급공고),국회,서울
20180539332-00,46000000.0,0.0,87.745,991.0,+2% ~ -2%,기,서울적십자병원 진단검사의학과 리모델링공사(통신)-소액수의견적입찰,대한적십자사,서울
20180540926-00,52400000.0,0.0,87.745,205.0,+2% ~ -2%,기/여성,한국시설안전공단 일산청사 환경개선 작업 (통신) (긴급공고),국토안전관리원,서울/인천/경기
20180532439-00,34406295.0,0.0,87.745,791.0,+2% ~ -2%,,행복한백화점 종합서비스데스크 공사(정보통신),(주)중소기업유통센터,서울
20180509697-00,943710000.0,0.0,86.745,1044.0,+2% ~ -2%,기/의무,한국체육대학교 도서관(학생회관) 개축 통신공사,서울지방조달청/한국체육대학교,전국/서울
20180529737-00,27639440.0,0.0,87.745,933.0,+2% ~ -2%,기,디지털서울문화예술대학교 행정실 리모델링 공사(통신),디지털서울문화예술대학교,서울
20180531401-00,67707000.0,0.0,87.745,1003.0,+2% ~ -2%,기/협정,2018년 초등교육관 지붕설치 및 시설설비 보수공사(통신),서울지방조달청/교육부,서울
20180522841-00,78067000.0,0.0,87.745,1007.0,+2% ~ -2%,기,GKL 강북 힐튼점 리모델링에 따른 정보통신 공사,그랜드코리아레저(주),서울
20180522923-00,66100000.0,0.0,87.745,2434.0,+2% ~ -2%,기,CCTV 시스템 개선 공사,국민건강보험공단,서울/인천/경기
20180511924-00,511917411.0,0.0,86.745,923.0,+2% ~ -2%,,김포공항 외곽지역 보안용카메라(CCTV) 개량 정보통신공사,한국공항공사,서울
20180512204-00,135204000.0,0.0,87.745,960.0,+2% ~ -2%,기,한국국방연구원-한국과학술원 아파트 CCTV 설치공사,국방부,서울
20180506809-00,94000000.0,0.0,87.745,895.0,+2% ~ -2%,협정,국회 청사 CCTV 카메라 추가 설치공사,국회,서울
